,Year,Title,Decision,Abstract
85,2018,Asynchronous Decentralized Parallel Stochastic Gradient Descent,Oral/Poster,"Most commonly used distributed machine learning systems are either synchronous or centralized asynchronous. Synchronous algorithms like AllReduce-SGD erform oorly in a heterogeneous environment, while asynchronous algorithms using a arameter server suffer from 1) communication bottleneck at arameter servers when workers are many, and 2) significantly worse convergence when the traffic to arameter server is congested. Can we design an algorithm that is robust in a heterogeneous environment, while being communication efficient and maintaining the best-ossible convergence rate? In this aer, we roose an asynchronous decentralized stochastic gradient decent algorithm (AD-PSGD) satisfying all above exectations. Our theoretical analysis shows AD-PSGD converges at the otimal $O(1\sqrt{K})$ rate as SGD and has linear seedu w.r.t. number of workers. Emirically, AD-PSGD outerforms the best of decentralized arallel SGD (D-PSGD), asynchronous arallel SGD (A-PSGD), and standard data arallel SGD (AllReduce-SGD), often by orders of magnitude in a heterogeneous environment. When training ResNet-50 on ImageNet with u to 128 GPUs, AD-PSGD converges (w.r.t eochs) similarly to the AllReduce-SGD, but each eoch can be u to 4-8x faster than its synchronous counterarts in a network-sharing HPC environment. To the best of our knowledge, AD-PSGD is the first asynchronous algorithm that achieves a similar eoch-wise convergence rate as AllReduce-SGD, at an over 100-GPU scale."
86,2018,An Estimation and Analysis Framework for the Rasch Model,Oral/Poster,"The Rasch model is widely used for item resonse analysis in alications ranging from recommender systems to sychology, education, and finance. While a number of estimators have been roosed for the Rasch model over the last decades, the associated analytical erformance guarantees are mostly asymtotic. This aer rovides a framework that relies on a novel linear minimum mean-squared error (L-MMSE) estimator which enables an exact, nonasymtotic, and closed-form analysis of the arameter estimation error under the Rasch model. The roosed framework rovides guidelines on the number of items and resonses required to attain low estimation errors in tests or surveys. We furthermore demonstrate its efficacy on a number of real-world collaborative filtering datasets, which reveals that the roosed L-MMSE estimator erforms on ar with state-of-the-art nonlinear estimators in terms of redictive erformance.
"
87,2018,Mitigating Bias in Adaptive Data Gathering via Differential Privacy,Oral/Poster,"Data that is gathered adatively --- via bandit algorithms, for examle --- exhibits bias. This is true both when gathering simle numeric valued data --- the emirical means ket track of by stochastic bandit algorithms are biased downwards --- and when gathering more comlicated data --- running hyothesis tests on comlex data gathered via contextual bandit algorithms leads to false discovery. In this aer, we show that this roblem is mitigated if the data collection rocedure is differentially rivate. This lets us both bound the bias of simle numeric valued quantities (like the emirical means of stochastic bandit algorithms), and correct the -values of hyothesis tests run on the adatively gathered data. Moreover, there exist differentially rivate bandit algorithms with near otimal regret bounds: we aly existing theorems in the simle stochastic case, and give a new analysis for linear contextual bandits. We comlement our theoretical results with exeriments validating our theory.
"
88,2018,Local Private Hypothesis Testing: Chi-Square Tests,Oral/Poster,"The local model for differential rivacy is emerging as the reference model for ractical alications of collecting  and sharing sensitive information while satisfying strong rivacy guarantees.  In the local model, there is no trusted entity which is allowed to have each individual's raw data as is assumed in the traditional curator model. Individuals' data are usually erturbed before sharing them. We exlore the design of rivate hyothesis tests in the local model, where each data entry is erturbed to ensure the rivacy of each articiant.  Secifically, we analyze locally rivate chi-square tests for goodness of fit and indeendence testing.
"
89,2018,Disentangling by Factorising,Oral/Poster,"We define and address the roblem of unsuervised learning of disentangled reresentations on data generated from indeendent factors of variation. We roose FactorVAE, a method that disentangles by encouraging the distribution of reresentations to be factorial and hence indeendent across the dimensions. We show that it imroves uon beta-VAE by roviding a better trade-off between disentanglement and reconstruction quality and being more robust to the number of training iterations. Moreover, we highlight the roblems of a commonly used disentanglement metric and introduce a new metric that does not suffer from them.
"
90,2018,Efficient Bias-Span-Constrained Exploration-Exploitation in Reinforcement Learning,Oral/Poster,"We introduce SCAL, an algorithm designed to erform efficient exloration-exloration in any unknown weakly-communicating Markov Decision Process (MDP) for which an uer bound c on the san of the otimal bias function is known. For an MDP with $S$ states, $A$ actions and $\Gamma \leq S$ ossible next states, we rove a regret bound of $O(c\sqrt{\Gamma SAT})$, which significantly imroves over existing algorithms (e.g., UCRL and PSRL), whose regret scales linearly with the MDP diameter $D$. In fact, the otimal bias san is finite and often much smaller than $D$ (e.g., $D=+\infty$ in non-communicating MDPs). A similar result was originally derived by Bartlett and Tewari (2009) for REGAL.C, for which no tractable algorithm is available. In this aer, we relax the otimization roblem at the core of REGAL.C, we carefully analyze its roerties, and we rovide the first comutationally efficient algorithm to solve it. Finally, we reort numerical simulations suorting our theoretical findings and showing how SCAL significantly outerforms UCRL in MDPs with large diameter and small san."
91,2018,Learning to search with MCTSnets,Oral/Poster,"Planning roblems are among the most imortant and well-studied roblems in artificial intelligence. They are most tyically solved by tree search algorithms that simulate ahead into the future, evaluate future states, and back-u those evaluations to the root of a search tree. Among these algorithms, Monte-Carlo tree search (MCTS) is one of the most general, owerful and widely used. A tyical imlementation of MCTS uses cleverly designed rules, otimised to the articular characteristics of the domain. These rules control where the simulation traverses, what to evaluate in the states that are reached, and how to back-u those evaluations. In this aer we instead learn where, what and how to search. Our architecture, which we call an MCTSnet, incororates simulation-based search inside a neural network, by exanding, evaluating and backing-u a vector embedding. The arameters of the network are trained end-to-end using gradient-based otimisation. When alied to small searches in the well-known lanning roblem Sokoban, the learned search algorithm significantly outerformed MCTS baselines.
"
92,2018,Decoupled Parallel Backpropagation with Convergence Guarantee,Oral/Poster,"Backroagation algorithm is indisensable for the training of feedforward neural networks. It requires roagating error gradients sequentially from the outut layer all the way back to the inut layer. The backward locking in backroagation algorithm constrains us from udating network layers in arallel and fully leveraging the comuting resources. Recently, several algorithms have been roosed for breaking the backward locking. However, their erformances degrade seriously when networks are dee. In this aer, we roose decouled arallel backroagation algorithm for dee learning otimization with convergence guarantee. Firstly, we decoule the backroagation algorithm using delayed gradients, and show that the backward locking is removed when we slit the networks into multile modules. Then, we utilize decouled arallel backroagation in two stochastic methods and rove that our method guarantees convergence to critical oints for the non-convex roblem. Finally, we erform exeriments for training dee convolutional neural networks on benchmark datasets. The exerimental results not only confirm our theoretical analysis, but also demonstrate that the roosed method can achieve significant seedu without loss of accuracy.
"
93,2018,On Learning Sparsely Used Dictionaries from Incomplete Samples,Oral/Poster,"Existing algorithms for dictionary learning assume that the entries of the (high-dimensional) inut data are fully observed. However, in several ractical alications, only an incomlete fraction of the data entries may be available. For incomlete settings, no rovably correct and olynomial-time algorithm has been reorted in the dictionary learning literature. In this aer, we rovide rovable aroaches for learning -- from incomlete samles -- a family of dictionaries whose atoms have sufficiently ``sread-out'' mass. First, we roose a descent-style iterative algorithm that linearly converges to the true dictionary when rovided a sufficiently coarse initial estimate. Second, we roose an initialization algorithm that utilizes a small number of extra fully observed samles to roduce such a coarse initial estimate. Finally, we theoretically analyze their erformance and rovide asymtotic statistical and comutational guarantees.
"
94,2018,Variational Network Inference: Strong and Stable with Concrete Support,Oral/Poster,"Traditional methods for the discovery of latent network structures are limited in two ways: they either assume that all the signal comes from the network (i.e. there is no source of signal outside the network) or they lace constraints on the network arameters to ensure model or algorithmic stability. We address these limitations by roosing a  model that incororates a Gaussian rocess rior on a network-indeendent comonent and formally roving that we get algorithmic stability for free while roviding a novel ersective on model stability as well as robustness results and recise intervals for key inference arameters. We show that, on three alications, our aroach outerforms revious methods consistently.
"
95,2018,Weakly Submodular Maximization Beyond Cardinality Constraints: Does Randomization Help Greedy?,Oral/Poster,"Submodular functions are a broad class of set functions that naturally arise in many machine learning alications. Due to their combinatorial structures, there has been a myriad of algorithms for maximizing such functions under various constraints. Unfortunately, once a function deviates from submodularity (even slightly), the known algorithms may erform arbitrarily oorly. Amending this issue, by obtaining aroximation results for functions obeying roerties that generalize submodularity, has been the focus of several recent works. One such class, known as weakly submodular functions, has received a lot of recent attention from the machine learning community due to its strong connections to restricted strong convexity and sarse reconstruction. In this aer, we rove that a randomized version of the greedy algorithm achieves an aroximation ratio of $(1 + 1\gamma )^{-2}$ for weakly submodular maximization subject to a general matroid constraint, where $\gamma$ is a arameter measuring the distance from submodularity. To the best of our knowledge, this is the first algorithm with a non-trivial aroximation guarantee for this constrained otimization roblem. Moreover, our exerimental results show that our roosed algorithm erforms well in a variety of real-world roblems, including regression, video summarization, slice site detection, and black-box interretation."
96,2018,Data Summarization at Scale: A Two-Stage Submodular Approach,Oral/Poster,"The sheer scale of modern datasets has resulted in a dire need for summarization techniques that can identify reresentative elements in a dataset. Fortunately, the vast majority of data summarization tasks satisfy an intuitive diminishing returns condition known as submodularity, which allows us to find nearly-otimal solutions in linear time. We focus on a two-stage submodular framework where the goal is to use some given training functions to reduce the ground set so that otimizing new functions (drawn from the same distribution) over the reduced set rovides almost as much value as otimizing them over the entire ground set. In this aer, we develo the first streaming and distributed solutions to this roblem. In addition to roviding strong theoretical guarantees, we demonstrate both the utility and efficiency of our algorithms on real-world tasks including image summarization and ride-share otimization.
"
97,2018,Best Arm Identification in Linear Bandits with Linear Dimension Dependency,Oral/Poster,"We study the best arm identification roblem in linear bandits, where the mean reward of each arm deends linearly on an unknown $d$-dimensional arameter vector $\theta$, and the goal is to identify the arm with the largest exected reward. We first design and analyze a novel randomized $\theta$ estimator based on the solution to the convex relaxation of an otimal $G$-allocation exeriment design roblem. Using this estimator, we describe an algorithm whose samle comlexity deends linearly on the dimension $d$, as well as an algorithm with samle comlexity deendent on the reward gas of the best $d$ arms, matching the lower bound arising from the ordinary to-arm identification roblem. We finally comare the emirical erformance of our algorithms with other state-of-the-art algorithms in terms of both samle comlexity and comutational time."
98,2018,Learning with Abandonment,Oral/Poster,"Consider a latform that wants to learn a ersonalized olicy for each user, but the latform faces the risk of a user abandoning the latform if they are dissatisfied with the actions of the latform.  For examle, a latform is interested in ersonalizing the number of newsletters it sends, but faces the risk that the user unsubscribes forever.  We roose a general thresholded learning model for scenarios like this, and discuss the structure of otimal olicies.  We describe salient features of otimal ersonalization algorithms and how feedback the latform receives imacts the results.  Furthermore, we investigate how the latform can efficiently learn the heterogeneity across users by interacting with a oulation and rovide erformance guarantees.
"
99,2018,Hyperbolic Entailment Cones for Learning Hierarchical Embeddings,Oral/Poster,"Learning grah reresentations via low-dimensional embeddings that reserve relevant network roerties is an imortant class of roblems in machine learning. We here resent a novel method to embed directed acyclic grahs. Following rior work, we first advocate for using hyerbolic saces which rovably model tree-like structures better than Euclidean geometry. Second, we view hierarchical relations as artial orders defined using a family of nested geodesically convex cones. We rove that these entailment cones admit an otimal shae with a closed form exression both in the Euclidean and hyerbolic saces, and they canonically define the embedding learning rocess. Exeriments show significant imrovements of our method over strong recent baselines both in terms of reresentational caacity and generalization.
"
100,2018,Generative Temporal Models with Spatial Memory for Partially Observed Environments,Oral/Poster,"In model-based reinforcement learning, generative and temoral models of environments can be leveraged to boost agent erformance, either by tuning the agent's reresentations during training or via use as art of an exlicit lanning mechanism. However, their alication in ractice has been limited to simlistic environments, due to the difficulty of training such models in larger, otentially artially-observed and 3D environments. In this work we introduce a novel action-conditioned generative model of such challenging environments. The model features a non-arametric satial memory system in which we store learned, disentangled reresentations of the environment. Low-dimensional satial udates are comuted using a state-sace model that makes use of knowledge on the rior dynamics of the moving agent, and high-dimensional visual observations are modelled with a Variational Auto-Encoder. The result is a scalable architecture caable of erforming coherent redictions over hundreds of time stes across a range of artially observed 2D and 3D environments.
"
101,2018,DiCE: The Infinitely Differentiable Monte Carlo Estimator,Oral/Poster,"The score function estimator is widely used for estimating gradients of stochastic objectives in stochastic comutation grahs (SCG), eg., in reinforcement learning and meta-learning. While deriving the first-order gradient estimators by differentiating a surrogate loss (SL) objective is comutationally and concetually simle, using the same aroach for higher-order derivatives is more challenging. Firstly, analytically deriving and imlementing such estimators is laborious and not comliant with automatic differentiation. Secondly, reeatedly alying SL to construct new objectives for each order derivative involves increasingly cumbersome grah maniulations. Lastly, to match the first-order gradient under differentiation, SL treats art of the cost as a fixed samle, which we show leads to missing and wrong terms for estimators of higher-order derivatives. To address all these shortcomings in a unified way, we introduce DiCE, which rovides a single objective that can be differentiated reeatedly, generating correct estimators of derivatives of any order in SCGs. Unlike SL, DiCE relies on automatic differentiation for erforming the requisite grah maniulations. We verify the correctness of DiCE both through a roof and numerical evaluation of the DiCE derivative estimates. We also use DiCE to roose and evaluate a novel aroach for multi-agent learning. Our code is available at htts:goo.glxkkGxN.
"
102,2018,Orthogonal Recurrent Neural Networks with Scaled Cayley Transform,Oral/Poster,"Recurrent Neural Networks (RNNs) are designed to handle sequential data but suffer from vanishing or exloding gradients.  Recent work on Unitary Recurrent Neural Networks (uRNNs) have been used to address this issue and in some cases, exceed the caabilities of Long Short-Term Memory networks (LSTMs).  We roose a simler and novel udate scheme to maintain orthogonal recurrent weight matrices without using comlex valued matrices. This is done by arametrizing with a skew-symmetric matrix using the Cayley transform; such a arametrization is unable to reresent matrices with negative one eigenvalues, but this limitation is overcome by scaling the recurrent weight matrix by a diagonal matrix consisting of ones and negative ones.  The roosed training scheme involves a straightforward gradient calculation and udate ste. In several exeriments, the roosed scaled Cayley orthogonal recurrent neural network (scoRNN) achieves suerior results with fewer trainable arameters than other unitary RNNs.
"
103,2018,Least-Squares Temporal Difference Learning for the Linear Quadratic Regulator,Oral/Poster,"Reinforcement learning (RL) has been successfully used to solve many continuous control tasks. Desite its imressive results however, fundamental questions regarding the samle comlexity of RL on continuous roblems remain oen.  We study the erformance of RL in this setting by considering the behavior of the Least-Squares Temoral Difference (LSTD) estimator on the classic Linear Quadratic Regulator (LQR) roblem from otimal control.  We give the first finite-time analysis of the number of samles needed to estimate the value function for a fixed static state-feedback olicy to within esilon-relative error.  In the rocess of deriving our result, we give a general characterization for when the minimum eigenvalue of the emirical covariance matrix formed along the samle ath of a fast-mixing stochastic rocess concentrates above zero, extending a result by Koltchinskii and Mendelson in the indeendent covariates setting.  Finally, we rovide exerimental evidence indicating that our analysis correctly catures the qualitative behavior of LSTD on several LQR instances.
"
104,2018,Spotlight: Optimizing Device Placement for Training Deep Neural Networks,Oral/Poster,"Training dee neural networks (DNNs) requires an increasing amount of comutation resources, and it becomes tyical to use a mixture of GPU and CPU devices. Due to the heterogeneity of these devices, a recent challenge is how each oeration in a neural network can be otimally laced on these devices, so that the training rocess can take the shortest amount of time ossible. The current state-of-the-art solution uses reinforcement learning based on the olicy gradient method, and it suffers from subotimal training times.  In this aer, we roose Sotlight, a new reinforcement learning algorithm based on roximal olicy otimization, designed secifically for finding an otimal device lacement for training DNNs. The design of our new algorithm relies uon a new model of the device lacement roblem: by modeling it as a Markov decision rocess with multile stages, we are able to rove that Sotlight achieves a theoretical guarantee on erformance imrovements.  We have imlemented Sotlight in the CIFAR-10 benchmark and deloyed it on the Google Cloud latform. Extensive exeriments have demonstrated that the training time with lacements recommended by Sotlight is 60.9% of that recommended by the olicy gradient method.
"
105,2018,Universal Planning Networks: Learning Generalizable Representations for Visuomotor Control,Oral/Poster,"A key challenge in comlex visuomotor control is learning abstract reresentations that are effective for secifying goals, lanning, and generalization. To this end, we introduce universal lanning networks (UPN). UPNs embed differentiable lanning within a goal-directed olicy. This lanning comutation unrolls a forward model in a latent sace and infers an otimal action lan through gradient descent trajectory otimization. The lan-by-gradient-descent rocess and its underlying reresentations are learned end-to-end to directly otimize a suervised imitation learning objective. We find that the reresentations learned are not only effective for goal-directed visual imitation via gradient-based trajectory otimization, but can also rovide a metric for secifying goals using images. The learned reresentations can be leveraged to secify distance-based rewards to reach new target states for model-free reinforcement learning, resulting in substantially more effective learning when solving new tasks described via image based goals. We were able to achieve successful transfer of visuomotor lanning strategies across robots with significantly different morhologies and actuation caabilities. Visit htts:sites.google. comviewun-ublichome for video highlights.
"
106,2018,Coordinated Exploration in Concurrent Reinforcement Learning,Oral/Poster,"We consider a team of reinforcement learning agents that concurrently learn to oerate in a common environment. We identify three roerties - adativity, commitment, and diversity - which are necessary for efficient coordinated exloration and demonstrate that straightforward extensions to single-agent otimistic and osterior samling aroaches fail to satisfy them. As an alternative, we roose seed samling, which extends osterior samling in a manner that meets these requirements. Simulation results investigate how er-agent regret decreases as the number of agents grows, establishing substantial advantages of seed samling over alternative exloration schemes.
"
107,2018,A probabilistic framework for multi-view feature learning with many-to-many associations via neural networks,Oral/Poster,"A simle framework Probabilistic Multi-view Grah Embedding (PMvGE) is roosed for multi-view feature learning with many-to-many associations so that it generalizes various existing multi-view methods. PMvGE is a robabilistic model for redicting new associations via grah embedding of the nodes of data vectors with links of their associations. Multi-view data vectors with many-to-many associations are transformed by neural networks to feature vectors in a shared sace, and the robability of new association between two data vectors is modeled by the inner roduct of their feature vectors. While existing multi-view feature learning techniques can treat only either of many-to-many association or non-linear transformation, PMvGE can treat both simultaneously. By combining Mercer's theorem and the universal aroximation theorem, we rove that PMvGE learns a wide class of similarity measures across views. Our likelihood-based estimator enables efficient comutation of non-linear transformations of data vectors in large-scale datasets by minibatch SGD, and numerical exeriments illustrate that PMvGE outerforms existing multi-view methods.
"
108,2018,Learning Steady-States of Iterative Algorithms over Graphs,Oral/Poster,"Many grah analytics roblems can be solved via iterative algorithms where the solutions are often characterized by a set of steady-state conditions. Different algorithms resect to different set of fixed oint constraints, so instead of using these traditional algorithms, can we learn an algorithm which can obtain the same steady-state solutions automatically from examles, in an effective and scalable way? How to reresent the meta learner for such algorithm and how to carry out the learning? In this aer, we roose an embedding reresentation for iterative algorithms over grahs, and design a learning method which alternates between udating the embeddings and rojecting them onto the steady-state constraints. We demonstrate the effectiveness of our framework using a few commonly used grah algorithms, and show that in some cases, the learned algorithm can handle grahs with more than 100,000,000 nodes in a single machine.
"
109,2018,Obfuscated Gradients Give a False Sense of Security: Circumventing Defenses to Adversarial Examples,Oral/Poster,"We identify obfuscated gradients, a kind of gradient masking, as a henomenon that leads to a false sense of security in defenses against adversarial examles. While defenses that cause obfuscated gradients aear to defeat iterative otimization-based attacks, we find defenses relying on this effect can be circumvented. We describe characteristic behaviors of defenses exhibiting the effect, and for each of the three tyes of obfuscated gradients we discover, we develo attack techniques to overcome it. In a case study, examining non-certified white-box-secure defenses at ICLR 2018, we find obfuscated gradients are a common occurrence, with 7 of 9 defenses relying on obfuscated gradients. Our new attacks successfully circumvent 6 comletely, and 1 artially, in the original threat model each aer considers.
"
110,2018,Fair and Diverse DPP-Based Data Summarization,Oral/Poster,"Samling methods that choose a subset of the data roortional to its diversity in the feature sace are oular for data summarization. However, recent studies have noted the occurrence of bias – e.g., under or over reresentation of a articular gender or ethnicity – in such data summarization methods. In this aer we initiate a study of the roblem of oututting a diverse and fair summary of a given dataset. We work with a well-studied determinantal measure of diversity and corresonding distributions (DPPs) and resent a framework that allows us to incororate a general class of fairness constraints into such distributions. Designing efficient algorithms to samle from these constrained determinantal distributions, however, suffers from a comlexity barrier; we resent a fast samler that is rovably good when the inut vectors satisfy a natural roerty. Our emirical results on both real-world and synthetic datasets show that the diversity of the samles roduced by adding fairness constraints is not too far from the unconstrained case.
"
111,2018,Learning Implicit Generative Models with the Method of Learned Moments,Oral/Poster,"We roose a method of moments (MoM) algorithm for training large-scale imlicit generative models. Moment estimation in this setting encounters two roblems: it is often difficult to define the millions of moments needed to learn the model arameters, and it is hard to determine which roerties are useful when secifying moments. To address the first issue, we introduce a moment network, and define the moments as the network's hidden units and the gradient of the network's outut with resect to its arameters. To tackle the second roblem, we use asymtotic theory to highlight desiderata for moments -- namely they should minimize the asymtotic variance of estimated model arameters -- and introduce an objective to learn better moments. The sequence of objectives created by this Method of Learned Moments (MoLM) can train high-quality neural image samlers. On CIFAR-10, we demonstrate that MoLM-trained generators achieve significantly higher Incetion Scores and lower Frechet Incetion Distances than those trained with gradient enalty-regularized and sectrally-normalized adversarial objectives. These generators also achieve nearly erfect Multi-Scale Structural Similarity Scores on CelebA, and can create high-quality samles of 128x128 images.
"
112,2018,Chi-square Generative Adversarial Network,Oral/Poster,"To assess the difference between real and synthetic data, Generative Adversarial Networks (GANs) are trained using a distribution discreancy measure. Three widely emloyed measures are information-theoretic divergences, integral robability metrics, and Hilbert sace discreancy metrics. We elucidate the theoretical connections between these three oular GAN training criteria and roose a novel rocedure, called $\chi^2$ (Chi-square) GAN, that is concetually simle, stable at training and resistant to mode collase. Our rocedure naturally generalizes to address the roblem of simultaneous matching of multile distributions. Further, we roose a resamling strategy that significantly imroves samle quality, by reurosing the trained critic function via an imortance weighting mechanism. Exeriments show that the roosed rocedure imroves stability and convergence, and yields state-of-art results on a wide range of generative modeling tasks."
113,2018,Streaming Principal Component Analysis in Noisy Setting,Oral/Poster,"We study streaming algorithms for rincial comonent analysis (PCA) in noisy settings. We resent comutationally efficient algorithms with sub-linear regret bounds for PCA in the resence of noise, missing data, and gross outliers.
"
114,2018,Partial Optimality and Fast Lower Bounds for Weighted Correlation Clustering,Oral/Poster,"Weighted correlation clustering is hard to solve and hard to aroximate for general grahs. Its alications in network analysis and comuter vision call for efficient algorithms. To this end, we make three contributions: We establish artial otimality conditions that can be checked efficiently, and doing so recursively solves the roblem for series-arallel grahs to otimality, in linear time. We exloit the acking dual of the roblem to comute a heuristic, but non-trivial lower bound faster than that of a canonical linear rogram relaxation. We introduce a re-weighting with the dual solution by which efficient local search algorithms converge to better feasible solutions. The effectiveness of our methods is demonstrated emirically on a number of benchmark instances.
"
115,2018,SGD and Hogwild! Convergence Without the Bounded Gradients Assumption,Oral/Poster,"Stochastic gradient descent (SGD) is the otimization algorithm of choice in many machine learning alications such as regularized emirical risk minimization and training dee neural networks. The classical convergence analysis of SGD is carried out under the assumtion  that the norm of the stochastic gradient is uniformly bounded. While this might hold for some loss functions, it is always violated for  cases where the objective  function is strongly convex. In (Bottou et al.,2016), a new analysis of convergence of SGD is erformed under the assumtion that stochastic gradients are bounded with resect to the true gradient norm. Here we show that for stochastic roblems arising in machine learning such bound always holds; and we also roose an alternative convergence analysis of SGD with diminishing learning rate regime, which results in more relaxed conditions than those in (Bottou et al.,2016). We then move on the asynchronous arallel setting, and rove convergence of Hogwild! algorithm in the same regime, obtaining the first convergence results for this method in the case of diminished learning rate.
"
116,2018,Computational Optimal Transport: Complexity by Accelerated Gradient Descent Is Better Than by Sinkhorn's Algorithm,Oral/Poster,"We analyze two algorithms for aroximating the general otimal transort (OT) distance between two discrete distributions of size $n$, u to accuracy $\varesilon$.  For the first algorithm, which is based on the celebrated Sinkhorn's algorithm, we rove the comlexity bound $\widetilde{O}\left(\frac{n^2}{\varesilon^2}\right)$ arithmetic oerations ($\widetilde{O}$ hides olylogarithmic factors $(\ln n)^c$, $c0$).  For the second one, which is based on our novel Adative Primal-Dual Accelerated Gradient Descent (APDAGD) algorithm, we rove the comlexity bound $\widetilde{O}\left(\min\left\{\frac{n^{94}}{\varesilon}, \frac{n^{2}}{\varesilon^2} \right\}\right)$ arithmetic oerations.  Both bounds have better deendence on $\varesilon$ than the state-of-the-art result given by $\widetilde{O}\left(\frac{n^2}{\varesilon^3}\right)$.  Our second algorithm not only has better deendence on $\varesilon$ in the comlexity bound, but also is not secific to entroic regularization and can solve the OT roblem with different regularizers."
117,2018,Stability and Generalization of Learning Algorithms that Converge to Global Optima,Oral/Poster,"We establish novel generalization bounds for learning algorithms that converge to global minima. We derive black-box stability results that only deend on the convergence of a learning algorithm and the geometry around the minimizers of the emirical risk function. The results are shown for non-convex loss functions satisfying the Polyak-Lojasiewicz (PL) and the quadratic growth (QG) conditions, which we show arise for 1-layer neural networks with leaky ReLU activations and dee neural networks with linear activations. We use our results to establish the stability of first-order methods such as  stochastic gradient descent (SGD), gradient descent (GD), randomized coordinate descent (RCD), and the stochastic variance reduced gradient method (SVRG), in both the PL and the strongly convex setting. Our results match or imrove state-of-the-art generalization bounds and can easily extend to similar otimization algorithms. Finally, although our results imly comarable stability for SGD and GD in the PL setting, we show that there exist simle quadratic models with multile local minima where SGD is stable but GD is not.
"
118,2018,Optimal Rates of Sketched-regularized Algorithms for Least-Squares Regression over Hilbert Spaces,Oral/Poster,"We investigate regularized algorithms combining with rojection for least-squares regression roblem over a Hilbert sace, covering nonarametric regression over a reroducing kernel Hilbert sace. We rove convergence results with resect to variants of norms, under a caacity assumtion on the hyothesis sace and a regularity condition on the target function.  As a result, we obtain otimal rates for regularized algorithms with randomized sketches, rovided that the sketch dimension is roortional to the effective dimension u to a logarithmic factor. As a byroduct, we obtain similar results for Nystr\""{o}m regularized algorithms. Our results rovide otimal, distribution-deendent rates for sketchedNystr\""{o}m regularized algorithms, considering both the attainable and non-attainable cases.
"
119,2018,Adafactor: Adaptive Learning Rates with Sublinear Memory Cost,Oral/Poster,"In several recently roosed stochastic otimization methods (e.g. RMSPro, Adam, Adadelta), arameter udates are scaled by the inverse square roots of exonential moving averages of squared ast gradients. Maintaining these er-arameter second-moment estimators requires memory equal to the number of arameters.  For the case of neural network weight matrices, we roose maintaining only the er-row and er-column sums of these moving averages, and estimating the er-arameter second moments based on these sums. We demonstrate emirically that this method roduces similar results to the baseline. Secondly, we show that adative methods can roduce larger-than-desired udates when the decay rate of the second moment accumulator is too slow. We roose udate cliing and a gradually increasing decay rate scheme as remedies. Combining these methods and droing momentum, we achieve comarable results to the ublished Adam regime in training the Transformer model on the WMT 2014 English-German machine translation task, while using very little auxiliary storage in the otimizer.  Finally, we roose scaling the arameter udates based on the scale of the arameters themselves.
"
120,2018,Fast Parametric Learning with Activation Memorization,Oral/Poster,"Neural networks trained with backroagation often struggle to identify classes that have been observed a small number of times. In alications where most class labels are rare, such as language modelling, this can become a erformance bottleneck. One otential remedy is to augment the network with a fast-learning non-arametric model which stores recent activations and class labels into an external memory. We exlore a simlified architecture where we treat a subset of the model arameters as fast memory stores. This can hel retain information over longer time intervals than a traditional memory, and does not require additional sace or comute. In the case of image classification, we dislay faster binding of novel classes on an Omniglot image curriculum task. We also show imroved erformance for word-based language models on news reorts (GigaWord), books (Project Gutenberg) and Wikiedia articles (WikiText-103) - the latter achieving a state-of-the-art erlexity of 29.2.
"
121,2018,Essentially No Barriers in Neural Network Energy Landscape,Oral/Poster,"Training neural networks involves finding minima of a high-dimensional non-convex loss function. Relaxing from linear interolations, we construct continuous aths between minima of recent neural network architectures on CIFAR10 and CIFAR100. Surrisingly, the aths are essentially flat in both the training and test landscaes. This imlies that minima are erhas best seen as oints on a single connected manifold of low loss, rather than as the bottoms of distinct valleys.
"
122,2018,Deep Linear Networks with Arbitrary Loss: All Local Minima Are Global,Oral/Poster,"We consider dee linear networks with arbitrary convex differentiable  loss. We rovide a short and elementary roof of the fact that all local minima are global minima if the hidden layers are either 1) at least as wide as the inut layer, or 2) at least as wide as the outut layer. This result is the strongest ossible in the following sense: If the loss is convex and Lischitz but not differentiable then dee linear networks can have sub-otimal local minima.
"
123,2018,Generalized Robust Bayesian Committee Machine for Large-scale Gaussian Process Regression,Oral/Poster,"In order to scale standard Gaussian rocess (GP) regression to large-scale datasets, aggregation models emloy factorized training rocess and then combine redictions from distributed exerts. The state-of-the-art aggregation models, however, either rovide inconsistent redictions or require time-consuming aggregation rocess. We first rove the inconsistency of tyical aggregations using disjoint or random data artition, and then resent a consistent yet efficient aggregation model for large-scale GP. The roosed model inherits the advantages of aggregations, e.g., closed-form inference and aggregation, arallelization and distributed comuting. Furthermore, theoretical and emirical analyses reveal that the new aggregation model erforms better due to the consistent redictions that converge to the true underlying function when the training size aroaches infinity.
"
